user_level,learning_goal,topic_code,subtopic_code,topic_level,quiz_type,quiz_score,avg_last_3_scores,previous_fails_same_topic,subtopic_order,preferred_topic_match,completed_interactive,needs_reinforcement
basic,saving_money,investments,simple_instruments,advanced,subtopic_quiz,53.3,69.6,0,4,0,1,1
intermediate,control_spending,investments,what_are_investments,advanced,subtopic_quiz,64.9,57.9,1,1,0,0,1
advanced,understand_banking,investments,what_are_investments,advanced,subtopic_quiz,84.3,87.7,0,1,0,1,0
beginner,increase_income,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,54.5,57.8,0,1,0,1,1
beginner,start_investing,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,53.8,59.8,0,1,0,1,1
intermediate,debt_management,budgeting,income_expenses,beginner,subtopic_quiz,90.2,84.3,0,1,0,0,0
beginner,general_improvement,savings,emergency_fund,beginner,subtopic_quiz,38.2,22.2,3,2,1,0,1
beginner,increase_income,financial_planning,progress_control,intermediate,subtopic_quiz,44.6,44.7,3,5,1,1,1
intermediate,start_investing,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,55.4,72.1,0,1,0,1,1
beginner,financial_planning,investments,diversification,advanced,subtopic_quiz,49.3,53.2,1,3,0,1,1
basic,control_spending,budgeting,income_expenses,beginner,subtopic_quiz,77.7,70.9,0,1,1,0,0
beginner,understand_banking,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,58.2,70.8,0,4,0,1,1
intermediate,control_spending,budgeting,income_expenses,beginner,subtopic_quiz,79.8,80.0,0,1,1,0,0
beginner,saving_money,savings,saving_mistakes,beginner,subtopic_quiz,59.1,59.6,1,5,1,1,1
advanced,other,budgeting,expense_accounting,beginner,subtopic_quiz,100,91.8,2,3,0,1,0
beginner,control_spending,financial_planning,financial_goals,intermediate,subtopic_quiz,45.9,48.3,1,1,1,1,1
intermediate,debt_management,savings,how_to_save,beginner,subtopic_quiz,74.9,79.1,0,3,1,1,0
advanced,understand_banking,budgeting,budget_analysis,beginner,subtopic_quiz,55.2,31.2,0,5,0,0,1
beginner,increase_income,budgeting,budget_analysis,beginner,subtopic_quiz,41.2,47.8,3,5,0,0,1
beginner,increase_income,financial_planning,financial_goals,intermediate,subtopic_quiz,29.8,18.9,0,1,1,1,1
beginner,start_investing,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,80.5,74.4,0,4,0,1,0
basic,increase_income,financial_planning,savings_plan,intermediate,subtopic_quiz,51.1,43.1,2,4,1,1,1
beginner,saving_money,savings,emergency_fund,beginner,subtopic_quiz,60.9,70.9,1,2,1,1,1
intermediate,start_investing,savings,interest_on_savings,beginner,subtopic_quiz,90.0,84.9,0,4,0,1,0
beginner,understand_banking,budgeting,income_expenses,beginner,subtopic_quiz,64.2,62.6,0,1,1,1,1
advanced,other,financial_planning,topic_final,intermediate,topic_final_quiz,69.7,79.1,0,5,0,1,1
basic,saving_money,budgeting,topic_final,beginner,topic_final_quiz,65.7,60.3,0,5,0,1,1
beginner,saving_money,budgeting,budget_analysis,beginner,subtopic_quiz,81.0,82.3,0,5,0,1,0
beginner,start_investing,credit_and_debt,topic_final,intermediate,topic_final_quiz,36.6,21.6,1,5,0,1,1
advanced,general_improvement,investments,risk_and_return,advanced,subtopic_quiz,78.7,85.4,0,2,1,1,0
beginner,increase_income,financial_planning,spending_priorities,intermediate,subtopic_quiz,77.1,85.2,0,3,1,1,0
intermediate,control_spending,investments,diversification,advanced,subtopic_quiz,80.1,82.1,0,3,0,1,0
advanced,increase_income,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,82.4,81.5,1,3,0,1,0
basic,start_investing,credit_and_debt,topic_final,intermediate,topic_final_quiz,49.4,44.3,0,5,1,0,1
beginner,general_improvement,savings,interest_on_savings,beginner,subtopic_quiz,85.3,84.5,0,4,0,1,0
beginner,saving_money,budgeting,topic_final,beginner,topic_final_quiz,49.2,62.8,0,5,0,0,1
beginner,general_improvement,budgeting,income_expenses,beginner,subtopic_quiz,51.7,54.5,0,1,1,0,1
beginner,control_spending,credit_and_debt,interest_rate,intermediate,subtopic_quiz,43.3,37.9,2,2,0,0,1
basic,control_spending,credit_and_debt,credit_load,intermediate,subtopic_quiz,67.3,92.0,0,4,0,1,0
advanced,increase_income,investments,simple_instruments,advanced,subtopic_quiz,90.8,86.5,1,4,1,1,0
basic,other,savings,saving_mistakes,beginner,subtopic_quiz,81.1,80.0,0,5,0,0,0
intermediate,saving_money,savings,interest_on_savings,beginner,subtopic_quiz,71.2,81.3,0,4,1,0,0
beginner,financial_planning,investments,simple_instruments,advanced,subtopic_quiz,40.8,57.4,2,4,0,0,1
advanced,understand_banking,savings,topic_final,beginner,topic_final_quiz,100,100,0,5,0,1,0
intermediate,increase_income,financial_planning,progress_control,intermediate,subtopic_quiz,67.7,79.5,0,5,1,1,0
intermediate,debt_management,savings,saving_mistakes,beginner,subtopic_quiz,82.7,81.7,2,5,1,0,0
intermediate,debt_management,investments,topic_final,advanced,topic_final_quiz,53.8,57.8,0,5,0,1,1
advanced,general_improvement,investments,risk_and_return,advanced,subtopic_quiz,54.4,60.4,0,2,0,0,1
advanced,control_spending,financial_planning,topic_final,intermediate,topic_final_quiz,72.8,58.8,0,5,0,1,1
intermediate,financial_planning,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,84.0,89.2,0,4,1,1,0
basic,financial_planning,savings,interest_on_savings,beginner,subtopic_quiz,52.2,55.8,1,4,1,1,1
advanced,start_investing,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,94.4,91.4,0,4,1,0,0
basic,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,48.2,57.0,2,5,1,0,1
intermediate,debt_management,financial_planning,spending_priorities,intermediate,subtopic_quiz,71.1,87.7,0,3,0,1,0
beginner,general_improvement,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,35.5,32.4,0,2,1,1,1
intermediate,control_spending,savings,emergency_fund,beginner,subtopic_quiz,91.8,86.2,1,2,0,1,0
beginner,start_investing,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,30.1,41.7,0,3,0,1,1
intermediate,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,75.1,76.7,0,5,1,1,0
intermediate,general_improvement,investments,diversification,advanced,subtopic_quiz,73.5,55.0,0,3,0,1,0
beginner,financial_planning,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,59.4,55.5,0,2,1,1,1
intermediate,saving_money,investments,what_are_investments,advanced,subtopic_quiz,69.4,83.6,0,1,0,0,0
intermediate,debt_management,savings,interest_on_savings,beginner,subtopic_quiz,89.0,80.3,1,4,1,1,0
intermediate,start_investing,savings,interest_on_savings,beginner,subtopic_quiz,75.5,66.5,0,4,1,1,0
intermediate,general_improvement,savings,saving_mistakes,beginner,subtopic_quiz,54.1,59.0,0,5,0,0,1
basic,control_spending,savings,how_to_save,beginner,subtopic_quiz,75.5,60.9,0,3,0,1,0
intermediate,other,financial_planning,topic_final,intermediate,topic_final_quiz,57.8,61.0,2,5,0,1,1
beginner,understand_banking,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,43.3,54.8,1,4,0,0,1
beginner,understand_banking,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,77.8,67.9,0,2,0,1,0
beginner,control_spending,investments,diversification,advanced,subtopic_quiz,26.0,32.8,0,3,0,1,1
beginner,other,credit_and_debt,topic_final,intermediate,topic_final_quiz,15.9,19.9,1,5,0,0,1
beginner,saving_money,budgeting,expense_accounting,beginner,subtopic_quiz,30.4,31.2,1,3,1,1,1
beginner,financial_planning,investments,diversification,advanced,subtopic_quiz,24.6,20.8,0,3,1,0,1
basic,financial_planning,financial_planning,financial_goals,intermediate,subtopic_quiz,67.1,66.6,0,1,1,1,0
beginner,understand_banking,credit_and_debt,topic_final,intermediate,topic_final_quiz,47.2,43.5,1,5,1,1,1
basic,increase_income,savings,topic_final,beginner,topic_final_quiz,40.2,54.2,0,5,0,1,1
basic,start_investing,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,61.5,78.9,0,4,1,1,1
basic,control_spending,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,56.5,57.3,0,1,0,1,1
intermediate,financial_planning,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,61.8,65.2,1,4,1,1,1
beginner,increase_income,savings,interest_on_savings,beginner,subtopic_quiz,45.2,26.0,0,4,0,0,1
basic,debt_management,budgeting,budget_analysis,beginner,subtopic_quiz,62.5,80.9,0,5,0,0,1
intermediate,start_investing,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,83.1,79.9,0,4,0,1,0
advanced,increase_income,credit_and_debt,topic_final,intermediate,topic_final_quiz,73.7,66.2,0,5,0,0,0
intermediate,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,80.9,91.8,0,5,1,1,0
beginner,control_spending,savings,interest_on_savings,beginner,subtopic_quiz,43.0,48.2,2,4,0,0,1
intermediate,start_investing,investments,topic_final,advanced,topic_final_quiz,75.3,76.0,0,5,1,1,0
beginner,other,savings,why_save,beginner,subtopic_quiz,59.9,52.6,2,1,0,1,1
beginner,other,credit_and_debt,choose_credit,intermediate,subtopic_quiz,45.8,54.3,0,5,0,0,1
beginner,other,savings,interest_on_savings,beginner,subtopic_quiz,66.5,71.5,1,4,0,0,1
intermediate,other,financial_planning,spending_priorities,intermediate,subtopic_quiz,88.9,82.8,0,3,0,1,0
beginner,start_investing,financial_planning,spending_priorities,intermediate,subtopic_quiz,44.1,24.7,3,3,0,1,1
intermediate,start_investing,investments,simple_instruments,advanced,subtopic_quiz,57.0,49.8,0,4,1,1,1
beginner,understand_banking,budgeting,expense_accounting,beginner,subtopic_quiz,62.8,57.7,0,3,1,1,1
basic,debt_management,savings,interest_on_savings,beginner,subtopic_quiz,85.9,85.5,0,4,0,1,0
intermediate,saving_money,investments,topic_final,advanced,topic_final_quiz,61.4,68.8,0,5,0,1,1
intermediate,general_improvement,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,72.6,60.3,1,2,1,1,1
beginner,start_investing,investments,topic_final,advanced,topic_final_quiz,26.0,25.4,0,5,1,1,1
intermediate,understand_banking,savings,saving_mistakes,beginner,subtopic_quiz,62.3,50.8,0,5,0,1,1
basic,understand_banking,budgeting,expense_accounting,beginner,subtopic_quiz,74.2,65.7,0,3,0,1,0
intermediate,financial_planning,financial_planning,financial_goals,intermediate,subtopic_quiz,73.8,83.1,0,1,1,1,0
beginner,saving_money,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,31.4,23.7,2,1,0,0,1
basic,saving_money,budgeting,budget_analysis,beginner,subtopic_quiz,50.0,54.1,1,5,0,0,1
advanced,control_spending,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,99.9,87.7,0,2,1,1,0
basic,start_investing,investments,what_are_investments,advanced,subtopic_quiz,46.4,45.9,1,1,1,0,1
intermediate,increase_income,savings,how_to_save,beginner,subtopic_quiz,70.3,80.2,0,3,0,1,0
intermediate,understand_banking,savings,interest_on_savings,beginner,subtopic_quiz,79.1,77.4,0,4,0,0,1
intermediate,saving_money,savings,saving_mistakes,beginner,subtopic_quiz,59.9,64.9,0,5,1,1,1
beginner,understand_banking,savings,emergency_fund,beginner,subtopic_quiz,75.5,70.8,0,2,0,1,0
advanced,increase_income,budgeting,expense_accounting,beginner,subtopic_quiz,100,100,1,3,0,1,0
basic,understand_banking,budgeting,expense_accounting,beginner,subtopic_quiz,73.8,82.9,0,3,0,1,0
basic,saving_money,financial_planning,spending_priorities,intermediate,subtopic_quiz,49.5,44.0,2,3,0,0,1
beginner,general_improvement,investments,topic_final,advanced,topic_final_quiz,41.1,49.8,0,5,0,1,1
intermediate,increase_income,financial_planning,financial_goals,intermediate,subtopic_quiz,79.3,78.9,0,1,1,1,0
intermediate,financial_planning,budgeting,expense_accounting,beginner,subtopic_quiz,69.7,51.6,1,3,1,1,1
basic,increase_income,savings,emergency_fund,beginner,subtopic_quiz,100,99.9,0,2,0,1,0
basic,understand_banking,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,55.4,49.2,1,1,1,1,1
basic,understand_banking,financial_planning,financial_goals,intermediate,subtopic_quiz,27.3,63.8,2,1,0,1,1
advanced,general_improvement,credit_and_debt,topic_final,intermediate,topic_final_quiz,83.5,82.2,0,5,1,1,0
beginner,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,66.8,72.4,0,5,0,0,1
beginner,increase_income,financial_planning,spending_priorities,intermediate,subtopic_quiz,37.0,43.9,1,3,1,0,1
intermediate,control_spending,savings,topic_final,beginner,topic_final_quiz,72.0,68.0,0,5,1,1,0
basic,start_investing,budgeting,topic_final,beginner,topic_final_quiz,86.8,86.9,0,5,0,1,0
beginner,debt_management,financial_planning,spending_priorities,intermediate,subtopic_quiz,31.9,36.3,0,3,0,1,1
intermediate,other,budgeting,topic_final,beginner,topic_final_quiz,67.6,76.7,0,5,0,0,0
intermediate,increase_income,savings,how_to_save,beginner,subtopic_quiz,75.3,67.9,0,3,0,1,0
beginner,control_spending,savings,why_save,beginner,subtopic_quiz,54.1,40.6,1,1,0,1,1
beginner,saving_money,investments,risk_and_return,advanced,subtopic_quiz,43.3,25.1,1,2,0,0,1
beginner,financial_planning,budgeting,budget_analysis,beginner,subtopic_quiz,55.9,50.7,1,5,1,1,1
basic,general_improvement,budgeting,expense_accounting,beginner,subtopic_quiz,86.8,87.2,0,3,1,1,0
beginner,financial_planning,credit_and_debt,topic_final,intermediate,topic_final_quiz,44.4,39.2,0,5,0,1,1
basic,saving_money,financial_planning,financial_goals,intermediate,subtopic_quiz,49.0,37.4,1,1,1,1,1
intermediate,general_improvement,budgeting,budget_analysis,beginner,subtopic_quiz,93.5,100,0,5,1,1,0
beginner,financial_planning,budgeting,expense_accounting,beginner,subtopic_quiz,61.9,63.1,2,3,1,1,1
advanced,general_improvement,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,92.6,93.7,0,3,0,0,0
basic,start_investing,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,54.4,58.6,0,1,1,1,1
beginner,other,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,28.7,34.5,0,2,1,1,1
beginner,debt_management,savings,saving_mistakes,beginner,subtopic_quiz,42.3,59.1,2,5,1,0,1
beginner,other,budgeting,topic_final,beginner,topic_final_quiz,65.5,69.7,0,5,0,0,1
intermediate,debt_management,savings,why_save,beginner,subtopic_quiz,70.9,74.9,0,1,0,1,0
intermediate,increase_income,savings,how_to_save,beginner,subtopic_quiz,64.6,64.3,0,3,0,1,1
beginner,general_improvement,financial_planning,topic_final,intermediate,topic_final_quiz,40.5,26.0,1,5,1,1,1
basic,control_spending,savings,saving_mistakes,beginner,subtopic_quiz,80.6,76.6,0,5,1,1,0
advanced,understand_banking,credit_and_debt,credit_load,intermediate,subtopic_quiz,78.7,86.9,0,4,1,1,0
intermediate,other,savings,emergency_fund,beginner,subtopic_quiz,72.3,74.4,0,2,1,1,0
basic,control_spending,credit_and_debt,topic_final,intermediate,topic_final_quiz,72.7,81.5,0,5,1,1,0
basic,understand_banking,savings,saving_mistakes,beginner,subtopic_quiz,57.3,39.2,1,5,1,1,1
beginner,understand_banking,savings,topic_final,beginner,topic_final_quiz,42.5,37.5,2,5,0,1,1
advanced,control_spending,financial_planning,progress_control,intermediate,subtopic_quiz,93.3,96.2,0,5,0,1,0
beginner,saving_money,financial_planning,progress_control,intermediate,subtopic_quiz,35.8,23.2,2,5,0,1,1
basic,control_spending,investments,what_are_investments,advanced,subtopic_quiz,54.0,41.8,0,1,0,1,1
beginner,financial_planning,investments,simple_instruments,advanced,subtopic_quiz,45.9,31.9,0,4,1,1,1
basic,understand_banking,budgeting,expense_accounting,beginner,subtopic_quiz,79.6,89.8,0,3,0,1,0
beginner,debt_management,financial_planning,progress_control,intermediate,subtopic_quiz,63.0,66.6,1,5,0,1,1
intermediate,debt_management,savings,how_to_save,beginner,subtopic_quiz,100,91.1,0,3,0,1,0
beginner,increase_income,savings,interest_on_savings,beginner,subtopic_quiz,42.5,36.3,3,4,1,0,1
intermediate,start_investing,financial_planning,savings_plan,intermediate,subtopic_quiz,73.2,68.3,0,4,1,1,0
beginner,saving_money,investments,diversification,advanced,subtopic_quiz,46.9,37.9,0,3,1,0,1
intermediate,general_improvement,savings,how_to_save,beginner,subtopic_quiz,100,100,0,3,0,1,0
intermediate,financial_planning,financial_planning,savings_plan,intermediate,subtopic_quiz,85.6,85.9,1,4,1,1,0
beginner,saving_money,credit_and_debt,topic_final,intermediate,topic_final_quiz,31.3,26.6,0,5,0,0,1
basic,increase_income,investments,topic_final,advanced,topic_final_quiz,24.2,17.3,0,5,1,1,1
beginner,other,savings,why_save,beginner,subtopic_quiz,52.7,50.5,0,1,0,1,1
intermediate,general_improvement,budgeting,income_expenses,beginner,subtopic_quiz,82.2,99.3,0,1,1,1,0
advanced,general_improvement,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,80.8,91.2,0,3,1,1,0
beginner,other,budgeting,budget_analysis,beginner,subtopic_quiz,81.1,97.1,0,5,0,1,0
basic,increase_income,savings,why_save,beginner,subtopic_quiz,81.6,66.7,0,1,0,1,0
advanced,other,budgeting,topic_final,beginner,topic_final_quiz,94.6,100,1,5,0,1,0
intermediate,financial_planning,savings,why_save,beginner,subtopic_quiz,95.7,100,0,1,1,1,0
basic,financial_planning,credit_and_debt,interest_rate,intermediate,subtopic_quiz,63.0,58.2,3,2,0,1,1
basic,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,44.4,59.3,0,5,1,0,1
beginner,control_spending,budgeting,topic_final,beginner,topic_final_quiz,54.0,49.2,2,5,1,0,1
beginner,control_spending,financial_planning,spending_priorities,intermediate,subtopic_quiz,38.9,21.6,3,3,1,0,1
advanced,start_investing,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,71.1,48.0,1,1,0,1,1
beginner,general_improvement,credit_and_debt,choose_credit,intermediate,subtopic_quiz,43.7,75.5,2,5,1,0,1
beginner,control_spending,financial_planning,savings_plan,intermediate,subtopic_quiz,45.6,58.1,2,4,0,1,1
basic,general_improvement,financial_planning,spending_priorities,intermediate,subtopic_quiz,58.0,73.5,0,3,1,1,1
beginner,understand_banking,credit_and_debt,topic_final,intermediate,topic_final_quiz,5.6,0.2,0,5,1,1,1
intermediate,general_improvement,financial_planning,financial_goals,intermediate,subtopic_quiz,78.5,93.3,0,1,1,1,0
basic,other,budgeting,income_expenses,beginner,subtopic_quiz,59.0,55.9,0,1,1,1,1
beginner,debt_management,savings,topic_final,beginner,topic_final_quiz,52.9,45.3,1,5,1,1,1
advanced,increase_income,savings,how_to_save,beginner,subtopic_quiz,93.4,95.4,0,3,1,0,0
intermediate,financial_planning,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,62.2,78.6,1,1,0,1,1
intermediate,other,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,75.6,81.2,0,2,0,1,0
advanced,start_investing,credit_and_debt,choose_credit,intermediate,subtopic_quiz,82.7,100,0,5,0,0,0
beginner,control_spending,credit_and_debt,topic_final,intermediate,topic_final_quiz,54.9,58.6,0,5,0,1,1
basic,start_investing,credit_and_debt,choose_credit,intermediate,subtopic_quiz,32.7,32.6,0,5,0,0,1
beginner,understand_banking,investments,beginner_mistakes,advanced,subtopic_quiz,16.4,21.1,0,5,0,1,1
intermediate,saving_money,financial_planning,financial_goals,intermediate,subtopic_quiz,65.4,48.5,2,1,0,1,1
basic,general_improvement,savings,interest_on_savings,beginner,subtopic_quiz,61.5,61.7,0,4,0,1,1
